10369,33948,7557,25663,83483,78072,30871,55825,45761,82366,29505,77085,43724,2034,75205,49909,63548,109228,1077,50880,104654,17897,104896,74584,73516,108089,26804,12981,13480,12845,107731,109313,36642,82410,60733,87677,94868,28793,85480,1793,106463,116209,18974,89709,54773,4607,116890,87743,25214,100000,13375
10380,83090,22564,48538,73392,79677,33036,81440,50746,5129,44365,2713,36258,72837,7730,46858,82706,17879,12086,42040,42348,52766,44354,41798,44084,22904,85580,97624,6206,83425,77971,11762,911,42341,44357,41443,75930,11059,60128,116570,100139,1475,54799,9627,82501,71661,24344,35899,85694,631,46519
10391,5550,78321,17913,114900,6538,41997,36105,9443,85964,76136,61675,8650,3209,52766,5933,88530,89593,69753,25303,94194,11606,29029,73452,3262,22635,14059,13565,27903,12872,37789,39933,45190,42372,21302,79359,6097,29977,28765,69542,34336,87565,4522,13317,66989,10837,40732,72929,64956,71889,21501
10402,95589,103258,87675,67927,55626,33791,106436,87520,58523,77197,59687,9062,35995,33307,48672,55742,4354,13070,58771,22120,113862,111874,47233,65371,41916,50617,99978,34203,92713,117136,99794,108570,106595,97292,97022,55096,104274,27641,94821,67626,107396,114470,108762,104629,73208,99976,84333,102926,34960,81910
10424,110464,76405,11142,68449,28499,66625,4411,92401,21864,9285,49929,92551,46495,50129,63945,67896,31203,69209,59381,82224,98765,68272,108938,87694,33750,94076,49076,107297,30004,67573,49030,34304,97995,65850,65885,26282,17422,14701,66833,13638,29681,8493,61143,91362,97260,42638,93721,71545,84056,80736
10435,70559,93678,3302,115088,39726,67292,48626,102072,106384,53628,106339,40100,107146,70849,106514,97466,40362,59398,107829,31848,86837,47457,44072,99800,59350,92395,113383,52872,106221,99430,109847,43320,34287,28825,24603,113350,61589,44032,52934,98464,28311,102811,90440,20556,51068,94155,53606,64965,112481,108192
10457,58667,98706,65141,105229,67796,3534,67766,25157,73399,72095,115079,11429,96351,78960,102018,40220,899,48939,78437,110497,67797,116976,101810,100629,98378,25372,70367,58620,116981,81913,3077,24313,81521,107509,77874,407,24536,111537,24448,79966,20937,61944,12845,70819,96226,87423,68656,99130,96536,10726
10479,3148,3697,3013,3907,79206,110602,106497,10865,19303,60398,12872,2128,111131,32362,3157,12057,62446,77080,95487,20816,76432,13698,33215,102777,42604,53738,49753,14820,98272,8917,22232,3563,788,87982,628,35146,18455,49602,22129,100884,8669,2020,4442,45249,68148,74136,95462,1762,69475,897
10490,48410,21580,114890,13577,22640,60183,29593,84065,88619,112528,79771,115194,113031,41514,90148,64278,9609,10596,58934,4541,34716,103775,57786,87254,113498,13302,27455,13954,28505,114900,71978,78864,5577,24411,691,117577,11059,87565,14209,14437,80079,80626,13845,39475,113505,43439,21622,111225,15974,17491
10512,65691,79115,8367,3428,15410,35046,1811,22874,42300,25571,15881,9391,70449,24747,26519,114138,55866,28164,98091,3761,104934,2913,13480,93379,12235,94808,1770,14187,116788,46358,11884,21416,13657,74782,103715,105374,23312,63369,105224,62783,40252,47319,95515,28975,82040,36188,86960,45425,88002,39800
1052,22603,65883,83303,105817,6081,46191,12845,25313,34716,38710,72168,58126,69305,73586,29624,102821,52599,79766,20635,103902,99113,73399,79575,107251,34714,33813,73183,30601,65452,99049,106869,12061,93808,38435,24017,3491,103876,30914,27056,87711,112528,3133,98392,85230,84329,117577,24243,37488,70449,39016
10534,20792,35669,88286,23108,13449,67370,15956,14585,71266,30474,76725,38583,92914,24742,7135,103198,19019,81342,63229,17359,25284,66500,19001,35398,39660,742,13302,110640,3614,22225,47515,70598,99230,5018,31934,13401,8085,107738,108736,71003,55323,4340,25834,7158,37400,110134,5217,43474,41444,20670
10545,19881,271,116644,71066,34008,42452,1206,1222,115908,115352,35140,61129,6247,4916,8021,111297,42212,108115,44859,103778,951,4026,5935,46400,874,65548,62882,9893,72025,104171,714,32592,27672,43669,9479,2443,22127,45305,50783,27134,112334,92579,49808,24839,108662,37982,70846,5479,88173,50105
10556,47169,67573,23450,93863,89129,67572,19264,19553,78831,28539,67562,66625,35270,49964,6751,43439,65562,92532,21573,80803,23046,24178,42858,90705,31711,10763,50129,94377,113053,27320,36039,8444,73109,93849,71223,50117,16180,1123,34994,68476,67552,65569,105448,43487,4292,19202,27994,13638,83147,83552
10567,17028,58194,22208,38582,56011,82879,28849,60,74310,4104,33345,60870,6015,29272,27244,86511,6269,6627,102774,14668,15974,20965,62084,12330,3086,15850,8746,18997,15697,50751,50488,89517,54145,75936,32117,1311,28225,67679,9070,96800,47798,80275,100178,69793,2479,18830,14525,32293,67889,79473
106,87254,35756,36421,82008,85833,12845,3075,729,105471,103985,12146,30503,42651,98085,73339,110453,14084,24303,14992,14086,25528,59394,54799,44376,39508,5703,90466,30832,72515,7830,20055,77275,71978,43256,8717,86666,38280,82748,113891,102549,75302,34716,69339,83857,9889,114713,5133,103131,25147,61721
10600,94270,27313,27894,36868,4978,69793,45355,24588,6470,110018,9604,3428,91882,88002,43979,72890,100174,22900,6322,35140,22126,33867,113841,72880,82719,107200,22232,4607,20673,52565,114141,14535,4836,105224,14777,45483,45442,10055,11884,56865,31772,42446,108449,65177,89757,12845,44534,36551,45425,47830
10611,100716,100653,107617,105606,105539,105535,107555,107626,100652,107636,103470,101355,105604,107558,105529,103441,107557,100655,105545,100660,103438,105593,26217,45883,59444,13369,24901,31034,80219,103437,85885,95519,60614,103442,7546,58035,100555,62342,38886,91838,35198,103476,1518,105543,76098,33307,107614,89251,16293,74855
1063,30059,29210,68476,93862,61224,80451,20179,4354,92532,100784,49108,48561,82951,85611,23639,90458,15674,35270,41878,19814,99189,109313,86603,87282,51288,45598,40284,36028,85443,46495,52116,90439,14933,99853,65562,25438,49082,2611,9544,75260,12067,11797,13699,38497,20435,86675,23564,7260,56952,39475
10633,58977,10631,95254,98836,110494,58984,101073,50964,91626,55225,43303,5253,111034,99596,59684,107693,82194,6888,64261,16939,48019,102901,99443,78967,55552,31694,31597,33456,80541,89243,13302,116768,55729,103605,47255,48412,13948,60159,7291,117043,114848,40938,33190,99795,49208,41459,45281,78897,40703,81038
10644,71315,19810,64804,35264,48263,70934,86042,79728,48934,102576,37735,28928,71520,35743,4340,3244,21693,96364,80145,6568,78661,63077,63410,94475,61306,10270,48241,28628,37545,17247,91838,71732,101024,38470,86650,45204,91385,41668,67802,18108,96577,77959,95171,22669,14230,81808,55443,93133,1517,75644
10666,30015,91206,100832,95947,93309,68714,44697,18002,78080,97998,59233,33128,54195,64439,101588,92036,89721,86148,108897,20311,57069,65061,101439,81707,31625,60342,68015,75830,84547,75998,51182,66868,87222,70452,40989,76678,93364,50844,67607,77987,74774,93539,43001,99988,82670,26472,79357,78868,60349,63321
10677,63321,34369,51182,65285,48935,108205,92002,55289,94852,64337,36683,77452,26465,114407,28211,44719,51804,25164,27348,46491,93024,78868,80679,111430,68080,85661,45578,106835,3894,63028,70705,79890,48093,77877,66868,67536,19301,27773,36071,50844,78492,16424,25219,66717,72805,78366,87016,61956,76678,49308
10688,99151,5377,116351,116632,104268,102149,101788,115634,95263,95787,58710,101802,108570,108584,101699,117237,114597,67078,114553,104136,90260,77022,106291,56336,111636,116996,115859,115654,103886,113467,116338,114436,117266,115195,112562,61277,106589,25708,115988,117174,101827,116974,80000,80327,117136,117314,109721,102849,114199,69777
10732,60419,94890,113737,55764,115243,103936,81604,29395,75345,83690,82068,52599,30955,69613,42116,47985,84285,104121,51440,28017,102888,80473,69325,39942,15270,62606,97539,75381,88253,93240,77127,84541,7890,84237,88116,63264,48637,79032,65371,69330,67777,31564,56489,4870,53392,51651,55048,93078,71501,113610
1074,46491,1518,1668,41136,78871,21572,21213,8150,43627,7795,1500,9217,595,51896,53093,85669,95286,17210,77306,97500,5253,101135,90468,47976,55302,16800,103292,1515,100678,37545,89206,114695,24668,90065,8149,6866,14857,51315,16483,96516,114422,60002,28807,61672,61651,59997,104223,97069,12805,104487
10743,94330,18537,31142,45174,46227,79928,48986,65631,15784,27644,85586,81342,64489,5121,19140,46725,43039,98458,10511,19668,39308,16935,25347,34806,75504,9910,57806,64006,14153,47358,30028,22464,9301,32347,17370,66002,32182,34562,34732,83268,25146,67443,19215,77991,66072,18521,50724,31314,63989,75305
10765,54610,41582,32487,30974,29919,2553,107722,79513,117301,113046,40386,8649,11157,6533,3613,23083,76405,85238,82194,52601,41699,51256,50798,4941,3209,6811,36292,41482,96665,66724,25852,53728,95864,60692,28035,10363,101937,8626,62857,12906,35264,16524,12845,2587,112079,50922,47210,11383,106391,5963
10787,50418,26620,115357,116048,99051,10612,20349,38345,9019,38405,72105,3019,91697,5911,114333,23724,5743,29523,28414,78365,76963,93620,31944,33600,56692,110079,96268,21175,106507,103516,25708,96642,26729,116534,112186,18639,96420,16200,116876,80659,14513,64843,58771,103938,76533,43033,24313,31694,109036,111937
10809,67711,11581,53472,24940,100477,116893,47893,80277,28627,104066,54345,94492,63477,26161,27838,54442,11339,65209,65439,73432,86840,98836,107237,98656,97235,60070,22970,109228,100538,94391,116876,108772,75310,116509,30652,116522,70275,113467,115600,113842,32296,72502,94246,93454,76080,102139,78427,87191,94474,113906
10842,23305,27651,532,33770,9454,108855,90808,54384,82597,12032,74334,110758,88237,32678,51711,37382,104738,29028,75593,45398,65420,87068,78903,100813,56759,76570,46260,23708,116522,102141,109228,108772,116876,113467,113465,113904,117631,116421,115250,116513,115381,116510,115367,108776,98129,117505,83695,84282,97686,116111
1085,23825,78864,41755,20776,102203,20351,40729,79771,69793,43823,107903,87391,36178,41603,19270,104193,12351,27312,14659,10706,24411,48410,61324,25300,87665,59903,20704,67944,23123,41107,24969,89505,71409,16200,48408,38064,64428,13355,44534,21426,71987,87254,65913,64527,75244,21279,34777,13142,39430,112287
10853,101172,59334,88772,48599,101688,44603,55287,50562,69064,58337,69519,6897,81088,99601,45228,18445,46326,112254,41445,93948,22754,17161,45187,75964,16800,2642,71444,14559,88780,4734,22042,93910,45773,44716,21572,48047,101870,7895,66589,55744,58266,5342,69643,81790,45003,19518,9876,80284,3269,77269
10886,31190,68224,89395,99599,77434,108940,17176,25203,28395,72924,106346,61716,115532,31123,55382,81040,45118,20000,116592,12247,72702,88045,31944,99455,59136,44034,57980,69088,54476,9365,73208,82984,71276,105016,92106,35610,89967,11774,98126,100333,101224,93981,91203,54180,19856,12774,61956,14999,93462,101344
10897,89675,72528,72123,23336,23492,61129,65683,11483,10279,43776,54708,97045,4229,7344,102255,5890,65297,96511,37029,89102,16845,37150,1374,47618,37286,9996,44056,91195,88398,3101,65778,24746,6969,57584,25571,61865,16394,44378,51360,53909,77047,6785,25238,84005,27706,68599,53829,50105,31653,13455
10919,116878,112355,117692,115379,116876,114908,115621,116187,115250,106818,52735,68131,109228,104653,109955,102141,107568,113467,108772,115202,113904,57043,105483,106261,30320,107559,113465,117505,109566,116513,49487,116509,109565,83695,108194,109559,105488,109570,113980,115367,107579,86107,115600,23450,103097,116432,105490,98129,103102,116114
10952,88871,17411,105424,48472,45496,117626,116690,110858,108817,7347,40106,99722,8816,110855,63626,102065,96774,93857,104199,106365,113610,99789,13302,113115,108913,2044,114039,4365,78136,81040,36152,107350,100900,31266,104430,63836,83577,115365,53941,112059,47715,105300,16350,24682,50343,30075,103880,96715,32361,48515
1096,11098,41247,12938,110573,925,17071,26783,94463,89135,1064,115515,103143,112129,3602,14961,14199,57224,28006,84454,43821,29375,75700,38641,113031,12845,26396,95920,8994,39326,23139,91215,45761,58885,5646,43405,6267,87638,66889,55436,103894,42298,67889,11154,107208,66819,84886,19884,86197,105376,31642
10963,5097,26195,111537,113737,11311,44534,75441,4450,104638,115323,4999,6946,80073,72837,67905,67176,61799,83275,108219,111225,42884,44047,95047,6786,15868,92833,97220,109815,28311,116327,8171,14012,27741,65393,86109,48142,17306,30101,58158,115860,5507,7303,62847,8161,112528,79771,57786,89727,41514,58934
10974,80614,68026,5095,59172,113031,79771,57786,64278,9609,111741,92515,114900,21622,28505,80626,11059,10596,116570,13954,14668,87565,691,103876,8171,116327,91297,15974,14012,74736,5577,24411,80079,89668,1649,4604,14209,27455,92395,95487,72661,106052,71978,43439,4236,7784,109009,31044,51072,12661,64956
10985,47955,108436,77929,354,12061,12845,240,284,24025,63380,13302,111225,25313,113186,4999,9537,113196,2248,112528,116170,21426,8150,58934,114722,113500,114770,87748,10914,114039,35264,3608,13954,67755,21279,113484,115761,41755,36789,47887,11059,44534,35458,26732,4340,82532,9074,71978,14084,58035,116171
10996,12845,89727,57786,112528,24411,92515,61916,115194,103876,21622,7784,59394,11643,52766,65393,71978,5577,103775,8995,63977,13302,58023,86109,24267,116327,92379,1518,100996,97601,110486,6568,94404,68722,30101,109009,95487,38628,8161,34716,13562,1649,94298,12661,34058,26176,60146,81758,47714,40776,15733
11062,95004,70999,85307,94239,28926,76438,116212,110838,98129,84647,72835,99269,70025,72117,116114,12780,111140,103927,38704,115836,116934,117422,115832,69107,117128,116938,95445,117528,115831,116051,52766,117533,114953,116746,27648,116754,25300,114742,93405,104136,115146,103516,94961,76371,64527,116936,83649,104263,105929,117520
11073,112918,26000,89605,24360,20624,110061,30320,30736,74720,110688,90439,5686,24448,3389,53679,8641,40013,92659,56208,67572,1470,24178,49487,67562,16774,66612,12802,1221,78831,110354,49987,35831,42858,65570,82384,62110,92544,20210,60175,4293,25020,23900,28539,14353,62294,39364,93856,107723,13638,66624
11095,90306,12157,6015,88772,76467,8721,38527,24890,32737,28207,104718,78561,87074,74867,75404,36817,60180,17550,41963,64771,55418,52601,9821,109733,48357,6074,4285,48245,482,67738,13346,2770,14086,15629,6120,24367,21944,7986,19215,35420,78614,18138,22288,74860,66197,3613,42252,111532,52413,44644
11106,32615,53119,64775,11167,41091,97959,107298,97570,53753,15464,61171,97577,54310,104384,22072,38511,37492,101802,22281,60758,106121,61069,68976,93080,60273,33865,106826,86686,98406,53271,9214,74634,101796,57034,106903,86668,70016,115029,53102,18974,106328,71685,111430,82995,110954,26921,73037,61388,76702,97523
11117,13840,61371,67237,65711,24682,17491,2248,4999,35264,14992,63217,102516,12351,10143,7131,17417,100972,13302,56290,26732,12845,4340,21279,87748,31257,11358,999,25313,49814,43502,29931,2525,48410,54470,1601,28,105304,75366,103,26512,2474,1591,39001,18940,16971,71142,9641,41755,26067,13996
11128,49725,40527,91304,25571,58220,109373,109452,108532,93424,108095,72356,106637,32555,65843,97018,36992,108710,47714,63394,76392,12173,51701,66804,93063,96174,57813,95936,30292,31192,7623,31550,104923,101343,77734,11034,89234,8637,56514,14617,104074,97922,67760,116019,55344,37168,13066,66948,21924,23805,24886
11139,73038,80464,80007,85661,78709,20494,98696,59172,78868,46491,67536,108817,77723,78723,50844,69612,25385,80679,88580,107213,80341,110858,70391,36071,53911,12530,76562,48067,51182,25340,11869,35474,71517,76806,8207,72266,112878,40923,48785,96488,69031,65285,108205,94634,66868,93024,106848,44719,87222,25356
11161,44628,35316,45588,39982,95473,41216,71741,43157,105489,92264,79290,30709,56102,20090,102956,108817,40100,102103,31848,50768,113783,95373,102958,49979,77693,103865,57906,12349,48785,109547,104485,93721,80350,44262,95831,31226,22640,107474,105455,13501,46639,111448,56907,111929,61589,5157,83303,30322,39116,113383
11172,26329,46304,33415,104214,100012,46605,63611,96799,23394,59829,102079,47961,21979,87122,46661,67819,51149,43876,59703,105617,43771,101213,110453,43320,36041,9072,90965,115089,21482,21070,52731,38696,75502,96051,6216,108763,21055,63616,77560,58553,93982,74621,83175,36273,59824,23710,86886,80938,49599,98627
11183,81708,78673,22049,50021,11055,76855,40451,78961,73840,86428,2918,81694,80736,52399,3566,13702,17879,67693,30912,42115,57058,44438,11042,48355,22281,4129,5739,1839,88310,68035,113593,95366,36916,61018,3897,89241,1297,103045,58498,81544,105590,71606,7820,91252,91733,108098,82207,23428,107625,52640
11205,109546,63969,111770,60622,99309,98820,107023,36817,9557,109709,108469,89617,92520,101544,62081,30528,3642,35011,39457,103665,28381,105154,116103,115570,6418,69053,25391,28331,74083,32186,38494,91427,32844,19162,93001,35599,114927,733,109399,97056,23723,30174,69862,60770,27833,27529,71978,81205,82074,95986
11227,37411,115864,1631,7436,640,2645,13209,13302,12845,2913,47618,6568,38939,115452,11059,78396,14209,87565,12000,691,5475,91458,5577,3428,114900,28505,50151,33165,8180,15974,3604,59067,3427,4340,79771,5550,8385,31044,30833,12351,104399,16391,98756,76990,72177,35140,64278,71606,35264,113031
11260,21640,89990,8179,58600,77419,26589,95665,30775,9555,54243,104153,71618,4089,24582,91907,1471,7448,24165,1371,9655,45978,24305,8858,84820,104432,21416,38521,7471,2018,29107,100174,50991,21864,90402,96634,50770,33725,5975,595,9418,79650,27358,47618,63473,6337,48618,20852,86945,65790,80628
11282,3958,43453,94363,53374,21366,86783,39583,5386,5395,31184,105593,25789,58226,53884,4622,79228,104345,94809,14934,64567,42858,60175,30320,12427,50429,78831,110688,101337,91555,111619,13638,101356,14320,92659,27217,76963,95802,899,12845,91210,92461,21871,81528,13302,113684,2282,75408,99457,82319,50538
1129,103650,74617,75936,26644,25104,42040,37066,10066,113720,11608,1648,1051,80598,58692,10763,25967,9461,75031,31085,32712,42238,24683,21563,69599,116851,12205,38372,106267,75295,15432,16186,67593,59694,75382,80833,8364,50907,18777,2923,36708,24303,87491,1258,6740,37810,73557,107202,42213,71589,58766
11304,87085,67245,78016,94754,88554,85246,3466,51861,114211,95514,4484,34851,89219,72203,1471,2350,58633,7623,15912,84680,103513,10668,32921,50592,21914,111843,18567,8088,3986,46029,17469,14418,74547,15567,83004,11653,21363,99382,96758,34409,34203,75910,65125,3364,109012,14984,53659,31184,35978,11389
11326,29235,97831,107499,80677,13019,69578,57208,424,80781,85970,45975,76963,104459,99840,40891,45630,9672,20842,78316,3302,109823,53619,31781,110790,28773,113378,88116,27829,103177,85711,26639,100529,50087,12775,93697,44688,35388,28741,39039,36082,60570,59638,93721,52254,69653,62533,63382,107455,103009,9072
11337,101925,4687,58624,39863,48586,9069,103580,16548,664,114877,114055,17133,52766,95730,61875,71180,103471,109394,2420,60323,25907,25708,75421,31211,112528,79951,2178,21426,22384,13147,10912,49787,5182,87308,43907,16699,61109,57040,79653,6164,10937,27313,34890,88728,17865,24252,61651,45588,33369,30343
11381,100289,90306,23396,73105,2627,96404,92545,23922,76008,67025,54330,68436,85325,73329,81773,87696,108010,97440,101193,60125,107241,110758,51040,69533,8626,49944,41433,81708,34889,57882,63847,21944,99171,20957,40339,2943,47795,39642,57786,117577,7784,91297,4604,12661,99527,72661,38628,27741,14027,92395
11392,29558,60833,16566,3499,6880,84010,106372,36671,116907,111931,55486,39032,7107,10153,4781,34058,106,64633,13717,98925,2749,4734,68684,66837,53267,105430,11732,45597,97728,100225,32926,29849,2302,69748,63220,75174,81772,1466,83151,6900,2390,36319,91308,38395,114863,111638,31823,53199,15385,37085
11425,21914,65803,3986,11653,69911,22966,99556,37175,71613,96179,1009,43439,71978,34716,30864,31044,20965,50151,13302,33699,28505,31772,114530,16722,33465,79533,16875,11762,52766,49237,87565,111741,72498,97956,16842,11059,114900,110323,4136,11608,74736,65393,102774,41136,90987,92037,75505,47618,40432,92659
11436,74651,94961,87723,111872,82079,39771,112528,79771,115194,113031,34716,41514,90148,103775,9609,64278,10596,58934,4541,57786,13302,13845,24411,46775,27455,31054,36789,87263,13954,27235,17491,52008,28505,23825,691,117577,5577,11059,114900,14209,39475,80626,71978,14437,87565,80079,4999,89727,21426,43439
11458,2332,100649,23441,43724,6900,80873,85611,69578,49332,29326,33498,71558,59316,14900,72793,17172,63327,92659,10241,88310,48283,15806,50816,79536,18025,5262,57791,52766,25645,4778,25708,19965,50912,46991,65034,54002,39345,63142,82410,33867,79590,108896,56174,107289,3528,56249,42847,25724,18974,58223
11469,105925,112522,34668,35587,29733,105575,114770,116804,114751,112087,113196,114722,113511,116677,116646,116170,116620,116481,80386,115903,110702,114713,115884,115781,116985,112083,103126,116171,113500,113484,71070,106544,88941,88692,76043,101763,117089,62923,111098,113891,67019,83188,95703,115228,49965,100168,111049,83255,111038,45907
11480,8778,48408,22640,21279,94229,48410,39430,12845,63217,21580,102411,76371,10914,35441,83765,26171,25911,5966,23983,91838,10943,21426,71987,63626,55349,29931,27322,7199,19270,49939,83670,33389,59903,13302,39001,42651,31317,21811,48782,71637,12351,23924,14777,25746,25453,26732,44534,25313,23934,15800
1151,44951,67940,65308,43861,27469,51199,89152,13211,33300,39258,38604,61956,91875,34467,84820,70564,50513,87765,76002,98020,54210,3158,101900,97741,12014,2157,63536,95299,12001,80765,65811,203,87278,98049,75469,42597,102815,87104,68544,114393,78318,103126,9483,20538,52766,8968,18174,9074,67379,73689
11513,109628,99356,89776,112742,95134,88604,41363,63864,93480,7042,46486,110128,67704,70451,54030,115146,117519,117520,114953,113960,113957,98323,116475,112296,116220,117518,117580,117581,117545,115431,117549,116146,115079,117582,117045,117205,116977,115162,115145,117546,113789,114711,117548,83649,115732,110473,113781,113078,116784,110046
11524,5417,33183,8816,26594,57810,7546,9645,17210,27176,14583,24411,46946,15053,72356,10943,8763,34947,86109,6081,21180,35308,21944,83047,6514,86515,8972,1609,12351,87638,6687,71408,101870,16636,32872,77292,54135,26031,20590,73949,41619,58223,2949,7228,58498,63542,57940,8052,9461,11639,21536
11535,68846,47838,108285,59883,71672,51034,10983,90114,58934,108497,107294,78871,10890,99134,94660,15382,102029,22220,66944,57748,96668,86959,22166,104658,74207,84972,55351,83898,53259,22593,48412,79909,61531,58667,58452,67237,98873,62859,103099,83449,56023,101458,71741,27440,75682,68394,89466,55259,66336,112129
11546,101473,82597,111582,110124,109811,112399,114806,59224,110422,60938,104535,25708,111513,108993,64324,57990,49913,80000,113542,99326,113904,54871,30401,66372,116876,29791,42461,98806,92162,30006,61557,108326,80346,70890,51341,106775,92789,32198,78886,115423,94153,27403,108570,116342,25943,79569,116513,53528,95620,108973
11557,100106,73794,23129,53725,15738,56133,72058,113422,109607,48701,43575,7136,79809,104345,6866,23825,67789,40641,4612,5601,75182,8212,109373,76532,57525,85793,81698,82469,32387,109925,41755,60378,16590,27286,53822,102732,52766,77495,89129,53911,43076,26955,29033,58191,48258,68873,71180,22474,12777,46801
11579,62285,51323,35528,38664,53558,89431,14857,104047,91555,48857,46760,113720,86022,97817,84496,50548,44978,8375,80708,59672,73516,27358,15675,39374,59234,74906,32518,27883,75931,29045,66420,95887,28868,109578,19476,97386,27103,84854,84835,21147,17213,5159,31306,80781,9143,26565,79883,65297,41725,1732
11590,116297,109003,108584,116626,115406,19023,112819,96102,110954,54135,62170,107009,117124,102374,113361,80000,65778,109399,41383,107339,37807,88116,103593,37537,97667,109134,11092,117501,112838,116522,85410,105496,9461,62348,116215,64704,80151,116315,116974,108983,109048,12845,88676,41142,109005,99166,117123,116895,81910,20994
11601,63075,66814,44513,42964,58387,6538,7126,5550,50803,54812,25790,25313,18253,54229,60374,27005,57447,88002,27211,45562,15926,38939,110367,56596,1839,34900,68321,48355,10630,57058,28957,50418,10998,19666,27338,79607,47618,12498,12222,113393,400,105089,10937,13657,45206,1207,103475,99066,1402,45832
